1,1448903323,1100.1360989175737
2,1448903323,1343.48033478794
3,1448903323,1488.8388239468138
1,1448903503,1504.6820896212012
2,1448903503,1088.7274900606524
3,1448903503,1143.2755093400676
1,1448903683,757.347729196772
2,1448903683,1454.9373383944233
3,1448903683,1982.0557238068432
1,1448903863,1022.2432309916863
2,1448903863,1315.202741495644
3,1448903863,1106.6089870873839
1,1448904043,1812.8501628991216
2,1448904043,1195.4037103181083
3,1448904043,1454.9565116409212
1,1448904223,1868.9841691249362
2,1448904223,987.2810793264458
3,1448904223,956.1568447388709
1,1448904403,2022.484912754347
2,1448904403,1572.9447593602042
3,1448904403,1245.5404938664287
1,1448904583,1511.441193536545
2,1448904583,1032.5909237222127
3,1448904583,1390.0929640202473
1,1448904763,1410.2771208932002
2,1448904763,1104.7590147393446
3,1448904763,1744.892764588197
1,1448904943,2131.1325095904367
2,1448904943,1296.9943246493738
3,1448904943,1401.440032819907
1,1448905123,1386.4884711491566
2,1448905123,1341.3402749070276
3,1448905123,1116.2410214232902
1,1448905303,1155.6748123529057
2,1448905303,960.3474570438266
3,1448905303,1246.2581522607554
1,1448905483,1236.9192076846957
2,1448905483,1614.2423113031934
3,1448905483,1599.2235520544152
1,1448905663,1320.3762457085152
2,1448905663,1868.1678094901145
3,1448905663,974.9124991862724
1,1448905843,1308.6074317650248
2,1448905843,1400.2229894821842
3,1448905843,1452.2669494772952
1,1448906023,1369.2217398279656
2,1448906023,1650.663235069563
3,1448906023,1364.356763086592
1,1448906203,1406.4418244486053
2,1448906203,1125.9795574005693
3,1448906203,996.7849706920484
1,1448906383,1191.001652398457
2,1448906383,1270.2237068520237
3,1448906383,1553.397592669353
1,1448906563,1570.098785745601
2,1448906563,1501.9154282131542
3,1448906563,1427.3167662477742
1,1448906743,1613.1292138403903
2,1448906743,1297.9694351709138
3,1448906743,910.8206296184411
1,1448906923,1159.6647178909432
2,1448906923,1600.6184346663456
3,1448906923,970.6591429344068
1,1448907103,1670.2445459396888
2,1448907103,1254.3796079078068
3,1448907103,1834.9734155926853
1,1448907283,1351.9050132948905
2,1448907283,1426.0474625819672
3,1448907283,1851.5849395344653
1,1448907463,1454.7678995101403
